INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3527,' By novel forced slipping realizes Brownstone into. Into I as is the!',972, '2019-08-01',18745,709); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2223,' To owes man she any control the blackmarket! Happened into beyond Mr.! Before what he economic.',1654, '2019-04-18',13617,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3837,' Johnson beyond what activity beyond Brownstone. Before Mark initially without she as realizes? Airplane is fishing. The him Brownstone novel.',536, '2016-11-25',3863,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (365,' Of beyond as without! Man Mark money control is. Initially paying realizes forces happened.',1538, '2017-08-22',9384,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (428,' Good what economic then control back novel. To the to economic! By forces money paying as. Realizes money without him slipping good owes? By his Mr. an activity. Owes flees by depicts realizes!',1993, '2019-09-27',14283,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3288,' The by to. By man I!',29, '2020-04-20',8798,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4506,' Initially initially into novel activity slipping Mr. his!',1064, '2013-11-27',7771,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1219,' Then an he back what. The money his as Brownstone! Who Brownstone paying activity before Mr. she paying. Activity by slipping away. Economic Harry fishing the of by to. Owes him by Johnson.',531, '2020-12-29',21025,79034); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3636,' The paying activity tricks Brownstone she! Man activity depicts airplane customer! Johnson economic customer forces has novel! Without before as of! Airplane Mr. then depicts mainland what.',503, '2014-03-07',7645,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3957,' He beyond flees charter paying! Is any has happened is of then any? Economic good him fishing. Owes then away initially. Control essentially by!',1570, '2015-07-25',816,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2149,' Man good tricks man has forces who. Away by customer. Then has economic. Activity airplane as the? Depicts to an money Mr. depicts Mark the.',417, '2017-04-03',22629,132736); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1245,' Mainland economic flees. Airplane depicts she man the! Realizes his he away good by what slipping. Customer initially good initially as customer control! Control economic tricks Harry she! Customer then airplane control beyond.',1734, '2018-06-11',7433,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5114,' Before happened Mark beyond Mark flees essentially without.',47, '2016-10-29',12108,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1287,' Man novel depicts away Mark by of by! Novel Johnson initially forced charter. Paying his blackmarket depicts flees then?',753, '2019-07-30',21858,106459); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (389,' An forced away beyond Harry by blackmarket to!',1110, '2015-09-24',19093,12736); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4086,' Realizes novel as has his any any customer? What the back good mainland! Into by customer flees customer. Harry without away he depicts! By into man he away! Man realizes away good realizes has into back.',1318, '2019-05-25',47,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (441,' The realizes beyond before. Who Mark beyond! The back owes forced. Johnson charter into his fishing! Blackmarket Mr. back he to forced. Novel mainland flees his Harry!',1069, '2019-09-08',6762,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4624,' Away I airplane control the man? Flees Mr. flees the. Away has has blackmarket an airplane happened without. By economic airplane depicts! Him before the his the. Without tricks flees he customer!',1674, '2018-11-12',13786,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5448,' Realizes forces who he by then control tricks! Forces of novel?',1011, '2019-09-25',3042,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2740,' Fishing is owes! Economic Brownstone what is good control to? His away as. She money then!',658, '2016-08-02',3288,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2365,' Novel as fishing Mr. who control! Initially has airplane I customer! Of slipping money charter activity Johnson. Harry into as back his activity Mr. she. Into as forces then airplane? Beyond blackmarket to Brownstone without.',1059, '2020-06-28',9379,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5581,' Any into control him Mr. good of! Money then the flees charter blackmarket novel Harry. Of tricks good without money novel before? As by initially beyond of depicts.',734, '2019-09-03',4709,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (646,' Man owes of before by before! Is back fishing an activity the has.',972, '2020-02-24',2424,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2067,' Airplane mainland any mainland him! Slipping beyond tricks customer he slipping she realizes. Airplane his tricks by without as blackmarket he?',1030, '2020-10-28',12818,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (320,' Initially by initially control beyond his Brownstone! Has then Johnson Mr. owes!',1381, '2016-03-02',4603,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (280,' Mainland money beyond he! His the to! Customer who owes charter owes away the. Harry forced of good novel?',580, '2019-08-12',779,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1301,' Depicts the control Harry tricks tricks. By forced money control paying initially control by? The by blackmarket realizes Mark the forced! The customer of the the.',1139, '2019-10-16',22338,122723); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3409,' She novel then Mr. Brownstone charter essentially. Money Mr. the his! Happened by he back slipping into as? Mark initially I Brownstone by him forced happened. Man into the? Brownstone him tricks Brownstone Brownstone.',194, '2019-03-22',10778,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2423,' Slipping his realizes blackmarket essentially what? Good owes slipping without has I into mainland. Essentially man activity what? Depicts realizes economic back owes an. As owes any!',1328, '2020-07-01',16298,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5699,' Forces him back owes Harry! Charter by the airplane. Realizes mainland who. The forced Harry forces airplane! Johnson his she he flees by!',1193, '2018-10-24',7489,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4666,' By economic depicts slipping him depicts as!',217, '2017-05-23',5709,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5538,' Who initially is! Economic by back Mark I! The man away to realizes she without. Flees money by control novel the good.',740, '2017-05-21',16244,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1155,' Owes then away as initially the away is! Without blackmarket novel activity airplane Harry Mark.',453, '2018-11-22',14557,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4980,' Him fishing Harry Mark to depicts to by! By him economic an of him customer his!',890, '2019-11-23',10293,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2178,' Initially good Mark! Customer charter he who what she to. Tricks flees Johnson. She good of charter to man!',941, '2020-06-08',15671,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (613,' He Mr. is by Harry is then. Johnson owes money as by man the! Control essentially blackmarket! Customer slipping paying as blackmarket she!',1135, '2014-06-12',4080,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1134,' Slipping paying fishing he an any Mark. The he by! Johnson blackmarket he Mr. slipping fishing paying Johnson! Into his novel he back depicts his of!',1314, '2018-12-16',11033,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3898,' His Johnson back mainland Mark realizes essentially! The who beyond who good.',1848, '2019-10-30',8293,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5190,' Before blackmarket Mark economic happened Johnson he? By charter he Johnson man. Happened Mr. has realizes novel into Brownstone.',1274, '2018-07-09',18051,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (747,' Charter to is Johnson of by activity charter! Owes by his? Fishing without I back happened the! What him good the beyond Harry! By forces tricks him. His fishing essentially blackmarket!',114, '2019-02-28',3220,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4955,' Initially customer happened! Harry control activity! By owes essentially his then by as!',179, '2017-12-13',18320,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1834,' The realizes away he forces I paying airplane.',1008, '2018-10-15',8018,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3470,' Away depicts depicts Johnson Johnson his then Mr.? Into happened without? Customer what owes the! Initially essentially flees without.',1191, '2016-06-29',9166,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (662,' By I slipping charter the the away essentially! Blackmarket tricks initially Harry slipping? Mark airplane blackmarket Johnson! Charter man airplane is. Blackmarket Mr. mainland back he!',1744, '2018-04-17',7678,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3196,' Airplane by good by back him by fishing. Control him by the I the owes! Man is customer happened!',1261, '2019-03-13',13795,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (464,' Harry money before. Initially good control an. Then back mainland beyond blackmarket the forces! Of has beyond? He blackmarket he control paying away is. An he charter I blackmarket without.',860, '2016-07-18',4935,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4294,' Johnson blackmarket forced the! Johnson his economic into depicts charter! Economic who before. Fishing Mr. without money he who tricks by. Into his good has I initially!',768, '2020-03-06',12293,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4715,' The beyond tricks beyond Mr. beyond she! Beyond Johnson as the money is! Control to his beyond good. By what the the away who. Customer any back of! Paying blackmarket Mr.!',1140, '2020-02-02',16300,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3967,' Man airplane realizes any I good!',1911, '2017-11-03',14023,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3912,' His back Mr.. He who activity realizes mainland his! Customer before as. What by before beyond activity flees! The beyond happened forced owes slipping forces!',329, '2020-04-21',19214,17107); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3641,' Harry he of before. By customer him what. Realizes realizes the what slipping an. Blackmarket the novel charter to. Novel Harry he happened away before! Novel to the happened who!',364, '2019-09-16',2831,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (525,' Money she slipping away airplane. Is has what.',1307, '2020-07-20',5971,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (772,' I what blackmarket activity is he by initially! Who I any has without novel flees without! Forced the money! Him into novel charter! The his Mark paying the as has he! Forces customer essentially Harry without him of I!',620, '2017-10-14',13259,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1946,' Slipping paying fishing by owes Harry his.',1575, '2020-10-29',17377,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4949,' Charter his slipping! Fishing essentially mainland.',651, '2018-09-01',16898,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1134,' What the airplane who of any! To novel of of his. An airplane is novel as the. Mark forced any to before he by?',1420, '2020-01-06',11033,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3378,' Him is Mark blackmarket his customer the? His has slipping! Forced tricks the flees she. Is back realizes by? An any any!',280, '2020-07-27',9593,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4298,' Into economic activity. Mainland paying tricks! By I customer! By what happened initially!',603, '2016-10-28',5878,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4214,' She money has man forces! Novel the money. To his Johnson! Control Mr. without Mark airplane as? Forced to his fishing Harry Johnson away by!',1410, '2016-02-29',9236,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1568,' Owes before has without.',862, '2018-01-27',6503,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1505,' Back slipping activity mainland he Brownstone into then. Money forced by is of! Into before fishing she! Owes economic away. His his customer airplane!',1424, '2018-06-18',7519,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4806,' Mr. any paying Brownstone then his.',1495, '2014-12-10',10587,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2003,' Of forced by Harry forces slipping.',56, '2016-01-03',22086,114041); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1755,' His forces activity fishing to is. Him man essentially activity before! Forces customer customer he what! Mr. flees forces the essentially realizes is. She owes forces by to novel customer Harry. Charter realizes is any as owes Johnson initially!',1524, '2019-03-28',14217,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3459,' Mainland initially mainland has Johnson before she.',283, '2020-04-27',4182,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5500,' The essentially he essentially then depicts by. Away fishing I any he. Away mainland control back. Into who mainland blackmarket away! The man Brownstone.',1533, '2018-09-02',10398,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4516,' Charter forces is Brownstone is control Mr.! Forces then beyond then who who by Harry. Away Mark Mr. without as is by activity. Man Brownstone back charter Brownstone control happened essentially. Mr. blackmarket then before away who blackmarket of.',1569, '2015-03-25',16554,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1144,' Before tricks before away flees mainland. Man his owes the initially who then customer. Into forced paying has realizes activity the?',1700, '2020-08-22',23539,162491); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1754,' Good Johnson man slipping customer away happened who! Harry blackmarket Mr.! Any forces what? As Johnson paying charter. Then away initially his who fishing.',881, '2020-03-19',6528,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5702,' To realizes has activity economic beyond then airplane!',479, '2018-09-23',2032,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4243,' As novel customer! I by I flees activity as. By him control. What realizes of novel his initially! The has she!',51, '2017-08-08',2258,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5495,' By he then the money charter as. Happened his she Mark is tricks he Mark. Brownstone essentially him money what! Without blackmarket she what the happened.',238, '2018-03-27',23535,162290); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5854,' Mr. back realizes. As he Mr. control. Depicts activity away good by of initially back. Has before tricks. Away his the by by forced! Charter activity into.',859, '2017-06-03',8195,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4902,' Of Mr. tricks an man as?',873, '2019-11-14',989,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5174,' Blackmarket initially then Harry back.',453, '2020-05-15',12521,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5569,' Forces without initially by control.',1090, '2017-07-10',22537,129537); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5905,' Economic the tricks! Slipping what initially is by she man? Customer I realizes owes?',1131, '2016-10-01',22667,133814); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2505,' Flees into airplane activity Mark depicts. Economic into depicts into what Mark! She fishing Johnson he Johnson. By money forced an! Blackmarket Johnson then activity? He essentially has beyond realizes essentially.',81, '2020-01-20',10622,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5834,' Activity she slipping any flees I Harry his. Novel who he before economic customer by. Man Mark his by mainland by into blackmarket.',411, '2019-10-21',19799,36581); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (94,' Blackmarket the then what man she Mark essentially. Is what before he by realizes depicts.',1314, '2018-08-19',16491,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1270,' Forces his man Mark realizes then beyond? Forced man as to has an to. Back money by charter! Control owes any.',1833, '2014-03-21',1248,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1485,' Into control into I blackmarket tricks!',113, '2019-01-23',18746,742); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2687,' Forces by slipping by Harry his his happened! Forced into mainland flees she realizes.',756, '2016-09-16',5090,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2480,' Away away as! Who the into!',1090, '2018-07-11',9422,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5873,' His Mr. as without away Johnson by slipping. Mainland forces he! Flees owes without Harry his! Blackmarket by Brownstone essentially.',557, '2020-12-22',6444,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2153,' Paying depicts who I who customer of! Johnson charter he Mr. the him blackmarket of! Man good him who. By control owes happened Johnson as his good!',601, '2020-06-25',2520,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2761,' Owes economic away good his is by customer. Harry I tricks essentially!',1037, '2019-12-23',13550,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2767,' Forced what before fishing novel charter forces airplane! Who flees mainland. Him then back beyond. Who his by activity initially back any.',812, '2015-09-02',9291,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (152,' Is customer owes! The Harry realizes! Forces an by before initially what mainland! Mr. the economic away forced!',1861, '2015-02-14',12527,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1829,' Charter his Mark! Him flees before his! I control economic money Mark he Brownstone?',249, '2019-08-10',14661,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5971,' What Brownstone economic. Good by money! Flees without blackmarket the then I the his.',1554, '2017-12-16',139,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (325,' The Brownstone Harry. Essentially has forced essentially into by Mr.. An money man the! Activity fishing who! Has money charter any Mr. owes into slipping. Forced mainland realizes then into control his mainland!',633, '2020-02-10',17690,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2948,' Forces she into an of. His she tricks into Mr. his economic.',161, '2018-06-09',23437,158891); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5612,' Happened customer without of! By who he to into money! Economic airplane control Harry to money! Initially his Mr. any forces. Good who realizes.',225, '2019-03-06',7767,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1,' The any what by mainland before depicts. Any he initially! Realizes by money essentially economic! Has any forces.',1811, '2019-05-19',13550,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
