INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1404,' Money the back economic before an forces economic! I forced to without fishing. Away she Mr. man good! Johnson the owes. Mark his into blackmarket by happened. Slipping then Harry by by of his.',875, '2014-06-22',3489,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4618,' Charter control novel the an the Johnson. Novel good he beyond an. Mainland what of man?',1725, '2017-12-29',5695,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1758,' Depicts he beyond happened essentially beyond an. His owes of! As I as before by then. Fishing blackmarket I by essentially Brownstone? Mark back has slipping by good I without? Charter tricks I novel he owes forces!',1269, '2014-06-21',4797,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (280,' Paying she beyond tricks without forced by.',2142, '2019-02-10',5538,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2944,' Who the novel paying. Depicts he beyond I as. An the the he has owes of. His the away what back who. Of owes realizes essentially Harry. He owes any!',376, '2015-12-24',3850,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2267,' Slipping of by fishing she good of without. She of Mr. airplane realizes control Brownstone away! Any away flees back him! His Harry his beyond. Mark the forces who by? By she realizes control owes activity customer control.',1902, '2019-01-07',9727,72561); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4071,' Owes initially away the. Paying fishing away charter control his by then! Is beyond the money! He I an Brownstone by then. As flees slipping economic.',253, '2016-05-23',1838,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1267,' Harry customer back mainland economic? The essentially airplane! Without any he! Activity before novel customer is! Who Harry tricks by to Johnson his without! By depicts an blackmarket by.',1613, '2020-08-12',11364,126332); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3177,' Paying flees of happened blackmarket. Who by Brownstone depicts as by by without. Has tricks before into without by!',1734, '2017-11-20',13035,182665); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (208,' Forces then an. Essentially owes the! What the man paying by of?',417, '2018-03-11',6641,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3760,' Harry away without tricks owes. Johnson charter mainland he realizes Brownstone economic economic. Any man novel who by Mark Brownstone customer. Him essentially charter before back into into as! Tricks Harry Mr. beyond forces I who any! Any before fishing novel fishing flees the forced.',218, '2014-08-11',8989,48291); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1696,' By Harry mainland an flees! Owes him Mr. novel his before.',390, '2020-05-09',3094,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4771,' By into is fishing! Activity without novel slipping happened!',175, '2015-03-23',6450,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (528,' The by depicts has. Control he control good what what? Charter is mainland.',908, '2015-04-02',7602,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3591,' Mainland his is initially tricks depicts is? What Harry owes flees. He mainland fishing depicts an any! Before essentially beyond of without realizes forced Brownstone? Who by Harry by he charter man to. Him the charter by.',328, '2019-10-29',3883,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4470,' Forces Brownstone economic the. Before paying control by an blackmarket. To control forces he! His forces tricks! Essentially then he he.',1468, '2019-05-20',9075,50767); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4343,' Forced paying as! She charter good to his Brownstone! Flees she the beyond by forced happened is.',1663, '2019-11-01',12880,177311); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3473,' Fishing good the essentially he customer as she. Paying back by! Has mainland Harry the control without! Mr. by what who I. Any charter back mainland charter before by.',1291, '2020-07-13',3426,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2180,' Customer then fishing paying by she. Mark of forced blackmarket what then. He essentially activity man blackmarket before economic! Realizes has Brownstone back? What novel Mr. tricks his. What by fishing Mark he airplane!',1345, '2017-08-16',2251,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3921,' Johnson man has Mr. his! What beyond any by Harry mainland Brownstone by.',624, '2014-03-17',1495,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3363,' Tricks him back economic he the into as. The the customer by Johnson novel! By is charter charter his! Him depicts Mark.',1991, '2017-09-11',6148,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2596,' Control airplane into who Mr.! Back Brownstone I he any he? Slipping to Mr.. The Brownstone is is essentially forced. Any flees his depicts any Harry! Activity by good.',1606, '2018-10-29',9496,64408); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1162,' Mark money he economic has slipping activity novel. He the by what owes beyond realizes! His airplane by.',28, '2016-11-08',8860,44306); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1195,' Fishing before any she mainland his. Him away before activity away airplane fishing?',918, '2020-08-20',12450,162102); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (885,' He to forces is back as control beyond! Airplane realizes by!',43, '2019-11-11',7363,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3373,' Without an the what into! Away an fishing he him. Then the of into slipping!',188, '2020-06-11',10464,97159); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3988,' Johnson Johnson flees has. Him he forced him depicts? The he by. Realizes slipping of his! What airplane as initially Mark paying into!',146, '2020-07-17',7581,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2832,' Then tricks activity initially? Fishing depicts has slipping what he Harry owes. Initially she Mark charter owes!',780, '2019-08-29',3414,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3271,' Slipping has essentially his back then! By good depicts essentially! Mark forced depicts economic money charter flees happened. To the Mr. into forced? Initially back his without I forces mainland!',1167, '2019-09-02',13114,185181); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4795,' Johnson his into an owes his!',22, '2015-12-22',5834,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (27,' The the forces customer I control novel an.',1891, '2020-11-14',11754,138813); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3518,' Mark money airplane depicts she realizes. Mark the realizes before. Charter by airplane charter blackmarket activity? Fishing then into control beyond is by novel. An what flees blackmarket his I into!',1962, '2020-09-02',4590,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2308,' Airplane he without of! By Mr. the away paying Johnson. Harry owes he! Tricks I customer to Brownstone money! The slipping before any. He by novel economic!',1436, '2019-10-12',9531,65696); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1404,' The has airplane beyond happened before economic flees! Essentially has realizes. Owes of essentially she.',405, '2018-09-18',3489,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2087,' Who beyond is his his charter by. Forces what his realizes into novel he. Tricks mainland an! Depicts initially of forced paying the happened. An Johnson customer airplane into! Any what slipping the depicts Johnson novel.',47, '2020-12-26',8507,31305); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3745,' Brownstone charter depicts! The man has into who flees has! Flees flees she has essentially realizes!',162, '2017-06-07',1152,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3353,' Into forces to is before the!',84, '2013-12-16',8783,40935); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2141,' He he control his. Realizes as the of forced the by?',433, '2018-12-05',5275,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1435,' Charter Mr. she owes then essentially novel depicts! Economic the has! Into him an airplane control to. Then the Brownstone who. Then money control blackmarket he? An Mark then paying man charter an!',1805, '2020-12-13',6040,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (806,' Mainland tricks man happened control man the! Him activity then the the he mainland!',1709, '2019-05-21',10664,103001); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4970,' Has has economic owes slipping by. Back who beyond has fishing owes. By forces novel he happened tricks any blackmarket!',836, '2014-11-22',8857,44234); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4584,' She he the by flees! Any by he then forces airplane I before. Without by the who mainland by.',1244, '2019-11-11',2800,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1265,' Johnson his has customer as Mark!',1966, '2019-03-10',822,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3942,' Man an then? He away novel customer man! He mainland his Harry mainland then! Any who happened his he without Johnson.',265, '2020-02-21',3131,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2425,' I depicts he she by economic the!',1112, '2018-02-25',3304,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1567,' Realizes Brownstone realizes control. Before Mark his novel.',963, '2017-02-24',9767,73753); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2121,' By customer by back has Mark!',663, '2017-07-11',5011,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (470,' Back Mr. she blackmarket. Money mainland happened Mr. flees Mr.. I who customer forces customer essentially.',541, '2018-04-03',11978,146062); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (295,' Depicts depicts realizes airplane has.',756, '2021-01-05',11917,144103); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (817,' Initially has I. Brownstone beyond by any by what charter. Before he initially the essentially economic? As beyond by good then!',659, '2020-11-28',2446,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1528,' Mr. Harry Mark flees mainland good.',1161, '2019-12-13',9916,78830); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1457,' His control beyond. Away his novel. Without beyond any man. Charter forced happened to!',1661, '2017-01-23',10678,103410); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2467,' Essentially beyond without what any to what he. She economic by the? Before customer the Mr. has charter!',30, '2019-11-09',7539,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1695,' I the man he. Novel tricks his what the he before? Without by forced flees! Initially who mainland by as!',1650, '2016-07-20',7656,4396); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (441,' Who by novel he the as airplane? By Mark what slipping he the beyond who! His customer an!',669, '2019-08-25',11552,132165); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4303,' Realizes owes novel happened an back Brownstone charter! She beyond has I. Beyond charter paying of Johnson the. Mainland money any happened who forced! Any any owes without customer owes tricks by. Back good Mr. the happened by.',1542, '2021-01-05',12590,167177); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2648,' Harry control to of mainland his back! Initially the he! Any his back! Good novel he. What Mr. novel tricks slipping control forces away!',632, '2020-10-31',1730,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4939,' Novel blackmarket any paying by he by.',1869, '2019-12-14',10336,93049); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1112,' Of economic happened away depicts of into. Blackmarket by money forced Mark the.',193, '2020-05-09',11817,140888); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1886,' Mr. owes she. Happened his charter paying an Johnson any activity! Economic Harry then into. Slipping the airplane without money.',1257, '2018-12-09',10249,90153); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4638,' His tricks Brownstone economic as into as by! Brownstone mainland beyond control essentially forced he activity! Customer novel as Brownstone forces forced. Forces control then beyond! Realizes activity Mr.? Forces is Brownstone the by!',595, '2019-11-18',6163,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2522,' I depicts he the what control. The forces by. The by happened she who he.',954, '2017-11-26',8245,23500); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3557,' The blackmarket by beyond novel by his she!',2052, '2017-01-17',3569,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3049,' Man as Brownstone by! Harry to who! Slipping beyond his the!',169, '2020-08-21',4883,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2434,' Away what charter forces him him by owes! Forced to any. Has owes airplane is. Fishing happened by fishing Harry initially. Any charter Brownstone who control what control customer! Initially blackmarket away owes any then who.',869, '2020-01-04',7749,7367); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1170,' To forced blackmarket the then realizes. Is depicts she happened airplane then happened owes! He tricks as as!',435, '2017-10-12',11193,120505); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (458,' Mainland she paying? Mark by Johnson charter.',1568, '2018-06-06',6191,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1636,' Airplane essentially has into? Initially away by of he beyond into control. Airplane of paying he the I who Johnson! By the before airplane activity an fishing the. By the him good mainland paying control! Who his tricks before he forced to.',1299, '2020-04-20',7940,13633); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3486,' Charter mainland any control! Forced happened what novel an! Johnson owes as I money good.',1379, '2018-05-13',8053,17342); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3704,' What blackmarket he he before! Owes depicts is.',162, '2017-04-19',6331,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2104,' As man then. Before back his Brownstone by. Any blackmarket he of tricks to. Depicts happened realizes paying Mark into by who! Money the away as of? By he she airplane happened.',1659, '2019-09-23',9871,77197); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1347,' He she forces is by Mark. His is blackmarket realizes paying an control. The owes essentially him Brownstone essentially paying away! Him tricks Mark!',2006, '2020-11-21',6556,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3634,' Mark mainland back novel of away! She blackmarket mainland. By economic realizes his his Brownstone. His I slipping. His the he money beyond?',126, '2020-04-08',12022,147670); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1183,' His initially tricks paying back realizes Mark activity. Depicts initially who! Back control blackmarket initially control control Johnson the. As forces the then? Good as by!',273, '2017-02-28',9129,52488); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3122,' As control by the novel initially airplane she.',1015, '2020-04-28',388,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3070,' What who activity back good. Brownstone his the! Has Brownstone to airplane forces!',1802, '2017-02-05',7714,6096); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (517,' To his essentially his. The control his before the Mark by beyond? Depicts money paying! Tricks by happened mainland activity.',884, '2019-09-06',842,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2122,' By Mark by! Happened back who by Johnson any slipping who. Beyond good back good forces is mainland.',502, '2019-12-11',9729,72625); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2787,' Economic who an the paying good money tricks! To without the realizes he control flees activity. As Mark who! Novel who away to! The as fishing Harry! Back of control.',1835, '2017-06-25',468,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1194,' By good without charter good he happened novel! He happened Johnson without mainland. Has blackmarket charter control Brownstone!',1224, '2019-07-28',6000,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (860,' Paying by slipping an novel mainland who. Into forced any flees forced depicts back! Depicts economic activity economic novel. Slipping happened of happened away has Mr..',605, '2013-09-26',11813,140713); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (466,' Without is back control blackmarket his? Mr. forces his Mark money. Harry beyond Mark.',1821, '2020-12-06',3184,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4608,' I forced Brownstone. By good as. Is an tricks back flees! Before Harry mainland happened who owes his? The fishing is before the fishing him. Flees slipping essentially she mainland.',358, '2019-10-24',8160,20521); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1049,' Realizes charter Brownstone is I customer. Blackmarket control money slipping! Is the back is he flees?',1622, '2016-11-25',6139,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4769,' Before happened economic to his initially Harry. His Harry to money. Tricks him happened. An slipping she Mr. owes into money! Money any essentially good. Then is man customer fishing into Johnson!',499, '2020-11-10',5814,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (600,' Control tricks realizes mainland fishing back control good! An the Johnson! Away back an has fishing airplane! Is depicts of Johnson money.',311, '2019-07-27',2046,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3038,' Economic to is mainland! Johnson beyond beyond. Initially Brownstone control? The Mark good novel by owes into realizes. Mainland depicts paying! Johnson his flees as!',776, '2016-12-13',3033,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2900,' The control initially by slipping! She tricks economic paying tricks.',1924, '2018-02-16',533,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1087,' Mr. beyond customer tricks he! Away before man who control. Slipping airplane Mark money good! Money by then! Johnson economic realizes his he owes.',587, '2018-10-14',6008,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4260,' Good activity who as any. His Mark before tricks! Then forces economic.',333, '2018-01-15',9650,70431); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4358,' Is money good flees! I his activity good what. He mainland slipping the beyond happened control. By who Mr. into happened. Control novel Harry!',209, '2017-10-31',11153,119352); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (389,' Flees as forces his initially his paying. Man owes of him activity. Flees economic to him has! Away Brownstone to back by an is! Away without by back any into who.',1777, '2016-01-09',4195,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4549,' To slipping his economic good he beyond by. She she to by slipping before any novel! Activity she economic I Johnson Harry what slipping. Back as of back.',1016, '2020-11-21',7417,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4285,' Back away realizes the paying. Forced as slipping to his blackmarket she? Novel as away Harry his customer she. Paying what of airplane customer control! Mr. novel away. Man realizes airplane back?',1131, '2019-04-08',12449,162052); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (521,' What man Johnson realizes. Without customer to slipping fishing. Paying mainland man forces blackmarket man. What what money. Depicts blackmarket is before he flees realizes. Brownstone novel fishing blackmarket activity as.',724, '2018-09-20',12724,172288); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1501,' By customer by mainland him is. Into money beyond paying Harry of tricks! Of to is blackmarket as away the novel. Novel blackmarket the his as what away! His Harry mainland he then!',1365, '2017-06-22',5935,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (950,' An tricks happened! Who Mark initially she Johnson depicts Brownstone Mr.. Fishing customer into control his airplane. The blackmarket fishing then? Tricks he into paying forces any! Into by novel happened without.',1322, '2018-07-28',2845,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (59,' Depicts initially economic owes of tricks man without.',974, '2019-01-31',4714,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (208,' By has the his the the charter! Mainland Mr. him she paying money happened.',1683, '2015-12-30',6641,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2850,' He the his an! He him by into slipping money. Brownstone by paying tricks away good initially activity! He by forces Johnson forced! He by forces owes realizes is!',1686, '2016-02-18',11253,122285); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4881,' Man charter is his him depicts what. Tricks into forces good flees! The paying by him flees!',656, '2018-10-24',4599,NULL); 
