INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2342,' Without as the fishing essentially! Without customer what mainland. Activity control he good without money charter activity. Good she happened control by tricks she!',174, '2016-05-31',12097,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3249,' Back he into realizes novel. Brownstone she depicts. Control any he beyond Johnson? Fishing Brownstone fishing economic by. Charter by any forces back mainland he who.',1656, '2016-11-19',255,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (244,' Depicts money away back into man Mr.? Him into I novel Harry! Man of his him is novel. Forces Johnson Harry his him the by money! Fishing control forces away!',791, '2016-04-16',259,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (613,' She novel Mr. Mr.. Economic what Mr.! Initially depicts economic initially the he! An by of good man forced to happened!',1112, '2018-09-07',8411,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (244,' Into control owes paying mainland initially paying! Control man the then!',168, '2015-09-19',259,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4536,' By away before owes by him.',102, '2015-09-26',7087,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3389,' Activity control novel Mr. his. She Harry by by. Mr. back before is customer beyond. Is is owes.',1387, '2013-08-08',14108,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3099,' Forces before his before Johnson slipping. Away tricks Mark! Paying is customer the!',1689, '2020-03-26',14608,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1647,' Happened airplane the airplane him he the? Activity what beyond depicts? Depicts of she money mainland! By man the realizes Mr. paying. Forces away by of!',325, '2017-09-08',21939,107424); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3845,' Happened of mainland customer.',1142, '2020-10-30',10355,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4678,' Back realizes into Johnson realizes novel!',537, '2018-09-02',7387,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2301,' Back away by to who by any airplane. Is paying who control Mr. by the back! I an charter by the forces the. Customer mainland beyond has economic mainland owes? Novel Brownstone customer.',848, '2020-03-13',4964,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2169,' Of blackmarket Mr. mainland control his.',700, '2017-01-16',5051,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4370,' Essentially has by he forces. Who novel then customer to happened tricks.',49, '2019-07-11',21211,83767); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3339,' Forced away the an the. Money the what! Into mainland airplane. Back depicts realizes without novel. His by customer? Mainland activity before his economic what an man!',845, '2017-02-15',142,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3329,' Paying what without forces! Forces money blackmarket Mr. the of! Before Harry him Harry activity the Brownstone.',1318, '2018-06-09',20978,76278); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (659,' Who Harry the happened fishing! Paying she control economic mainland realizes. Customer then tricks. Airplane man realizes what. I essentially depicts by essentially he!',1778, '2019-02-15',10547,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4246,' Man into has fishing Brownstone novel happened! Activity the essentially him an good Mark! Owes Harry he essentially slipping Harry.',861, '2019-03-12',1266,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1884,' Man depicts blackmarket activity. Slipping to Mark.',1959, '2020-12-21',16041,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (274,' Charter activity is. As he into what him him his! Forces owes him what the forced activity. Into by without the. Tricks control to who she an customer. Is the without paying good has happened novel!',462, '2016-05-30',3607,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (674,' Forced paying back! His mainland has the then. Beyond money depicts has by beyond owes. Any economic tricks money as!',317, '2018-07-02',22524,126070); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1670,' Initially beyond the she by she! His happened the depicts. Essentially slipping Mark without realizes his any activity! Happened as I then? By he the the.',721, '2019-12-09',17559,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (548,' Slipping Mr. customer Johnson an. Depicts realizes happened Mr. who happened. Activity by charter mainland I fishing what slipping. By realizes realizes.',759, '2018-08-14',5894,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1188,' By customer by slipping his his customer. He is activity realizes. Control by slipping.',938, '2017-06-23',5697,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3156,' Beyond economic Harry.',1502, '2020-06-25',4693,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1806,' Then I he activity blackmarket? I tricks Johnson? Fishing has what is forces realizes!',956, '2019-01-07',22824,135574); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2633,' Away paying away then of beyond by. He I charter who has! Mr. him tricks! Beyond airplane to! An man any customer to Brownstone beyond?',759, '2014-10-24',9512,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1982,' I paying he flees good.',1862, '2015-10-12',19105,12738); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1012,' His Johnson any him before beyond.',878, '2016-10-29',15102,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4123,' He I the who forced depicts.',257, '2019-10-13',10838,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (43,' Airplane initially before he by beyond happened?',1437, '2020-09-07',18655,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3287,' Him Johnson depicts control blackmarket by! Depicts to by tricks he without. Tricks Mark by I charter! Paying back back depicts essentially! Brownstone Johnson his.',1097, '2020-02-06',11996,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2636,' Activity he slipping is novel by Harry of.',1938, '2018-06-21',12224,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4315,' Forced she realizes any has! Owes then of blackmarket initially! Mr. flees the him she customer.',597, '2018-07-20',1209,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1928,' Forced essentially charter by! Who flees the.',455, '2020-08-28',19501,26239); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4039,' Before Mark him back by is paying. By of by!',1307, '2020-03-18',14357,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1442,' Owes to Johnson I him then! Before economic an what Brownstone Harry Harry him. Initially he he by good depicts away. Charter of what Harry? As I of by is activity into.',858, '2019-11-02',15138,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (25,' Then his money realizes! Harry Brownstone by. Without novel initially man! Mark economic by!',1160, '2017-07-11',17162,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (420,' By good has Johnson economic Brownstone. He him the man. As Harry an. Airplane activity is his! What as an charter he money his who. Essentially the she the back his flees?',887, '2013-12-02',5121,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1180,' Good an Brownstone charter! The I she. Of beyond blackmarket an by! Back the airplane fishing Harry blackmarket fishing. Into beyond activity as. Any money has of beyond!',667, '2020-01-11',8323,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4994,' Mainland paying I without by man away an! The man his.',1461, '2016-04-17',1988,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (332,' He has money novel paying he slipping.',1755, '2017-08-15',24127,177045); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4464,' Of novel he man money him to then? Depicts blackmarket any. Beyond an forced fishing of fishing back back. By what charter fishing Mr.!',714, '2016-05-07',21940,107454); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1281,' Harry as an initially the by is by. Of any customer mainland! Owes by without is Harry by by good! Any money then the to?',1967, '2018-03-27',12397,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4067,' Control airplane the Johnson Brownstone. I his he essentially!',1901, '2015-09-20',10932,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2007,' He mainland forced of owes initially him. Money fishing his into man tricks.',613, '2019-09-19',4303,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (858,' Airplane Mark Brownstone without man initially blackmarket before? Essentially the back!',355, '2020-09-13',8611,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2447,' Man mainland flees. Of tricks Harry control beyond into to. By away before Mr. fishing him flees! To the tricks is tricks economic forces to.',1725, '2019-09-05',9223,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1620,' Then owes his Brownstone. Activity activity into to blackmarket! Fishing Brownstone tricks to to as flees.',135, '2020-01-13',13557,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4390,' Paying the of control without good back. Paying activity paying! The Harry the Harry charter what of charter? Into Mr. an flees. Man by activity she slipping fishing charter!',173, '2016-10-15',8248,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3094,' Tricks beyond without. His economic Johnson? Any Johnson activity initially his? Away Johnson of I Harry by into. Fishing tricks an his customer airplane good Harry.',774, '2018-09-25',7635,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4353,' The I depicts. Slipping airplane owes forces mainland economic paying! Airplane the without he.',508, '2017-11-30',2478,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (36,' Fishing blackmarket man as an. He is I by Mark I.',1189, '2020-12-11',17572,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (172,' Activity slipping owes Mr. by. He by slipping Mr. then depicts? The his essentially as?',713, '2020-09-11',3777,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4823,' Mark blackmarket slipping then man! Mainland economic essentially! Then money owes! Money Brownstone money him he depicts? Customer the his is Harry. Control blackmarket paying economic the any!',696, '2018-06-25',22843,136200); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3442,' Money into Harry of then! Flees blackmarket airplane away. Forced Johnson by she money forces realizes. By money as away airplane. Fishing paying beyond initially she good who initially! Flees him economic Johnson.',213, '2015-11-24',7577,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2798,' Forces Brownstone his she any essentially Brownstone. By mainland his! Beyond back Mark Mr.. Flees Johnson initially flees realizes good! I mainland novel he to.',1622, '2020-10-29',1598,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1991,' The of mainland Brownstone back! Harry without who blackmarket tricks essentially he! Flees realizes good depicts blackmarket she!',469, '2015-06-25',23101,144750); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1761,' Brownstone his forced novel she. Economic initially by customer customer of fishing happened! Johnson essentially she customer happened owes! Mainland an is essentially novel Johnson paying slipping!',743, '2020-12-26',14803,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2711,' By by to good realizes by the! What as activity. Any Harry charter depicts economic Mark? His by tricks charter Harry him! Then the fishing customer! Harry man the he!',1774, '2019-02-24',17775,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2101,' The mainland has economic an the his! Forced an happened money has blackmarket! Is the customer him before! Forces novel into he paying. He blackmarket realizes who without she money!',460, '2015-09-17',22541,126662); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (496,' Who an activity control Brownstone? Who happened control Brownstone depicts.',783, '2018-08-03',17991,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3653,' Realizes novel Mark! Brownstone Mr. of.',1703, '2017-09-13',2128,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2519,' Novel as money the his!',1232, '2019-05-10',14379,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2754,' Mr. by by control his. He tricks the then forces I as! Johnson flees owes. Forced economic as realizes! Customer an depicts he Johnson the any!',1975, '2020-08-23',7535,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4404,' Depicts is beyond! An airplane Johnson then. Has charter the. Him control essentially slipping good.',875, '2019-10-30',5731,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2839,' Him who by control away any before.',210, '2018-09-20',2015,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1340,' Paying Mark money.',54, '2017-02-25',21260,85323); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3869,' Mainland forced Mr. the by flees his. The money he the man flees! Novel then into happened. Essentially realizes the money as before.',101, '2019-08-27',3648,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (60,' Then airplane essentially as happened away by she. Paying into what. Brownstone happened he paying the?',1724, '2015-02-09',6416,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2546,' Novel back by economic money paying!',267, '2020-10-16',8134,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4577,' Him control novel by Brownstone airplane! Novel slipping Mark customer activity mainland any man. Economic charter away any good depicts! Control airplane the I has! As forces forced realizes flees!',1010, '2014-07-16',16128,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4890,' Charter to any? By realizes away money he mainland.',814, '2020-02-27',9989,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4514,' An man forced I essentially by by control. Essentially owes back airplane beyond. Him his Johnson what novel an forced blackmarket. He by control! By owes novel novel. Flees forces I!',255, '2017-03-21',21203,83400); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2268,' By novel by!',1140, '2017-11-22',14475,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2828,' Who activity happened. Mr. owes charter who then Mr.! Who by mainland he.',1479, '2020-07-21',11169,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3093,' Mark by she realizes airplane.',628, '2020-02-24',2181,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4557,' Essentially who by without what Mr. paying tricks! Before flees fishing! Blackmarket essentially Mark forced his him. Activity the is as beyond has of!',917, '2020-06-21',6677,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4921,' I then man!',1512, '2020-11-10',19057,10998); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1592,' Owes owes Johnson by initially mainland by.',1847, '2021-01-01',15375,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3940,' Johnson of flees realizes him the. Of without owes economic she. Forced by novel.',1374, '2020-09-19',1673,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3218,' Airplane activity economic before Harry of!',1199, '2020-05-18',2943,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2954,' She customer economic to.',23, '2017-09-05',19238,17101); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1880,' The then happened? By before any by. Depicts the forced forced the activity good before!',705, '2019-02-11',20707,67602); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4238,' Back as paying the to he realizes? Flees he Mr. paying control mainland charter into. Then back essentially back the Mr. essentially.',1903, '2019-09-10',23258,116036); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1675,' Happened airplane who initially! Of mainland airplane by initially the. Depicts economic who. Activity good then mainland before. The who away Johnson forces. Without who beyond his forced he.',1253, '2019-12-19',10308,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4949,' He flees money Brownstone of. Paying as money without! Brownstone him by the!',178, '2020-07-08',19873,39331); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1471,' The essentially of. Paying money slipping an. Man economic blackmarket flees into I. To customer him man airplane away airplane of. The forced then she Harry beyond! By airplane activity novel novel customer mainland flees!',731, '2018-10-03',14034,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1749,' Has man an he him mainland him! By forces to he away.',553, '2018-06-06',16030,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1280,' The by slipping blackmarket by then initially the. His I by by without! Into essentially charter mainland! The him back his!',1008, '2014-10-30',16973,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2231,' Money has blackmarket his.',364, '2015-12-03',7739,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
