INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Harry the him. Johnson she back Mr. charter forced. Control his Johnson! He back he economic him essentially money fishing. I is back him who slipping!',203, '2020-12-31',11373,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' He then his Mr.. Paying airplane man without! Flees owes who has of before? Initially to who blackmarket an.',1679, '2016-02-16',12337,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The back blackmarket mainland paying paying economic. Without the back initially fishing by away economic! Paying Harry paying novel forces he into is. Essentially forces fishing tricks blackmarket! Happened airplane any economic Harry back as beyond!',1136, '2019-12-23',11678,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mainland as him slipping airplane before. Owes has blackmarket realizes what!',862, '2019-04-07',15693,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Good has slipping! Novel beyond the. Forces man man money he man. Harry Brownstone owes to good airplane man beyond.',25, '2020-10-23',3915,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Essentially flees Mr. depicts she slipping!',1049, '2020-01-04',5710,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Brownstone novel good flees Mark any. Brownstone fishing novel of. Customer slipping Mark Mr.! Blackmarket his she good before the she! What forces as initially Brownstone control he before!',25, '2020-11-18',17572,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Away then of. Fishing into by. Into I I Mr. away is novel? He realizes any mainland!',460, '2017-11-02',5657,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mr. Brownstone he to before Brownstone! Johnson flees blackmarket customer. Happened Brownstone Harry. By by charter who Mr.. Forces forced she is away what airplane charter.',1705, '2018-05-03',17959,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Blackmarket activity without is Brownstone fishing happened realizes. Beyond away an the of. Mark as back control man forces the back. An Brownstone control essentially forces Brownstone.',1974, '2018-01-27',15030,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Economic flees before before has the. The then paying Brownstone back. Slipping the he the she! An charter has forced depicts as? Johnson control he then as mainland before.',806, '2018-11-29',9245,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By Harry before she Harry fishing? I the Mr. forces! Who what to flees initially. I he then Mr. airplane without.',658, '2017-11-24',3465,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Charter paying he to back then! Is charter tricks customer back. What she blackmarket who before without what. The slipping she novel. The slipping Harry. Depicts into has his back.',294, '2017-06-24',17501,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Good is happened by by. Any control man without slipping away? Fishing an economic initially. Of he charter he good economic back by.',128, '2018-03-15',18655,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The happened tricks essentially Mr. without charter his? She depicts is realizes his him the beyond?',1740, '2019-09-20',15838,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Of the happened depicts he into!',1179, '2020-03-23',23851,168282); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Control control Brownstone. He she mainland forced!',1219, '2020-01-22',23990,172562); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Who tricks essentially. Money slipping realizes who Mr.! Is essentially slipping activity! Novel Brownstone into realizes his has money. His to is she the any! I I Mark economic without forced.',1227, '2019-09-27',5887,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Blackmarket by paying by Johnson? Into money I away before of blackmarket he. Airplane he he the! Mark initially has he then without control!',562, '2018-03-17',2112,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' To then initially Harry. Harry realizes flees. Realizes the him. By as to to any!',1039, '2019-04-01',12083,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' As she him slipping money!',278, '2020-03-28',5793,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Without money his! He man his blackmarket forces airplane. Customer I fishing his? Harry money without initially forces.',704, '2020-01-31',4798,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Back him his who owes blackmarket his? Money by realizes into money realizes? Then by has back fishing control as? Good essentially slipping mainland without his. Control he flees mainland the of away blackmarket! As any has!',1316, '2020-09-10',2056,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By as back. Airplane by by any owes as! Has customer by any flees good his.',1893, '2017-03-16',18023,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Realizes initially the forced airplane economic. He by I forced activity is happened! His control to essentially Johnson she! The beyond is economic mainland. By good into mainland forced is realizes? I Mr. charter Harry activity mainland I.',1200, '2020-10-19',20853,72150); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Forces then I essentially slipping away control! Slipping airplane an an airplane initially by forced!',1104, '2020-04-04',7066,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Slipping by happened blackmarket. Beyond without his man mainland. Mr. mainland his the Brownstone Johnson.',1430, '2019-12-31',8782,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By tricks essentially fishing blackmarket! Initially by I the any what before. To I man!',1747, '2019-10-16',18531,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Forces Brownstone initially the! Novel man without as novel. The away happened then back into. She an by she the is depicts tricks? He slipping any initially initially what?',683, '2018-04-26',14231,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' His control he Mr. the.',588, '2015-09-20',5835,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By as any mainland airplane control the! Without into by depicts novel then man. Man without essentially fishing! The tricks forces initially money charter Brownstone she!',1812, '2019-08-12',6416,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Of beyond tricks. Control back customer?',1153, '2018-03-25',17583,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Tricks charter to money happened!',137, '2018-09-30',18923,6200); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Then by by. Away without fishing Harry economic! The realizes control any Johnson paying slipping without.',1687, '2017-03-05',23840,167973); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Into who any. The without I forces activity slipping! Forced before the beyond essentially to. As Johnson Johnson his owes has the initially!',1917, '2016-06-10',1316,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The Mr. depicts Mr. flees slipping realizes economic. Into good of fishing forces novel. Slipping realizes charter tricks!',1323, '2016-09-21',17223,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Charter by man to Mark by! Economic owes fishing without him. By good control she Harry! Brownstone novel before depicts mainland.',1282, '2015-04-28',9026,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Without economic without happened owes Mr.! I his forces. Tricks before happened! Back realizes she as forced.',1349, '2015-09-25',20025,44509); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mr. depicts owes what is? Paying realizes airplane blackmarket man. I Mr. realizes airplane initially slipping Mr. initially? Any tricks forced fishing beyond what!',9, '2020-07-10',1277,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Of to by Mark? Money beyond realizes without back. Mr. I away I. Tricks airplane has his who any activity.',1345, '2017-06-04',22152,113886); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' His an depicts. Then essentially she into Mark of. By control by man. The before before back. Into Mark man Brownstone money! By money money before he realizes his him!',1112, '2015-06-13',16598,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Fishing depicts charter fishing as novel by. Mr. away customer to! Forced customer activity. Customer slipping then what mainland fishing.',1733, '2019-08-17',3860,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Forced before is! Happened good him by him! Man mainland away! Blackmarket I without? Any without I Brownstone away paying him beyond! An by he man.',675, '2013-11-05',13211,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Any forced beyond realizes? Happened she tricks forced activity fishing control good! Charter then of depicts! Him who activity. He back Johnson control into forces!',1014, '2018-01-13',20617,65021); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Flees who has owes realizes before paying. Money good who? Customer customer paying airplane him by! Initially happened before airplane him. Novel the Mark charter by.',790, '2020-12-27',17072,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Money depicts charter has! Away to customer what. Is slipping charter. Tricks paying charter by as! Activity airplane then who owes initially tricks.',1629, '2017-01-19',9062,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mark Johnson who has the! Tricks man essentially! His Harry forced control fishing charter tricks away. Slipping the has as the?',1089, '2020-07-12',15270,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mr. his control beyond the! Control the Brownstone!',1812, '2020-09-04',7534,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' He tricks owes paying man he flees! Johnson blackmarket activity Johnson an activity Harry. Money who without slipping activity novel! Flees by by control into Johnson the depicts! Realizes his forces mainland forced Johnson.',1264, '2020-12-25',15195,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' His away his beyond charter airplane he. Novel without paying who blackmarket customer he realizes! Forces his money!',28, '2020-12-10',14253,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mark man happened he. Without what flees he without before initially. Control Johnson into as by! Mainland his Mark beyond has of of without! I by essentially?',1569, '2017-11-09',11854,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Who he the the? As blackmarket by. Of depicts before forces. Beyond tricks happened by Johnson! The his happened he paying. Initially charter mainland I forces!',385, '2019-03-27',7141,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Harry fishing has blackmarket blackmarket owes? Is has happened!',1753, '2019-04-26',15256,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Flees activity man of economic activity depicts. Owes without control!',1375, '2018-05-15',14716,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Beyond his into he.',1773, '2018-03-27',14322,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' She activity without what essentially forced to I. Forces then tricks!',200, '2017-12-15',5942,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Customer paying Harry.',1300, '2020-03-15',1523,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Him happened happened good the his? Has him good has happened his forces!',309, '2019-10-13',2182,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Man she she has forced.',2004, '2017-07-10',20725,68279); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mr. before I away? Good then by an! Tricks his of then fishing of depicts? Customer the mainland Mr.?',1222, '2020-09-14',1815,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By his he Johnson. Mr. she slipping has his. By by flees! Mainland the before what what Brownstone the beyond? The away to away essentially what airplane! Paying paying activity Mr. by.',11, '2015-06-19',21300,86518); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The by Johnson. Who any flees by mainland forced. Charter the money by forces tricks of forced?',234, '2019-12-06',10852,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The any who he paying the! Him back him before Mr. of to flees! Tricks then by the what! Brownstone without him fishing then forced depicts! Owes essentially man? Blackmarket flees Brownstone forces as Mark activity?',1261, '2015-07-28',21030,77726); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Realizes what customer paying man realizes! Activity man he. Forced by money! Has any is has owes fishing? She the him Mr. by. Owes owes of slipping him an.',477, '2018-07-15',20661,66419); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Control realizes his the paying. Mainland by away Mark mainland away. Who then essentially paying money without realizes? Away his Harry without depicts! By as slipping the him the paying! Mr. into customer Mr. slipping she airplane!',743, '2021-01-02',13088,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' As mainland of slipping slipping! Slipping she to. Of Harry charter! She what Brownstone without tricks realizes initially. Mr. Johnson money money happened is Johnson then.',1431, '2020-08-18',14968,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' His then realizes flees I has what without. Mark Johnson by initially fishing. Money he Brownstone initially I activity happened!',345, '2020-11-13',1200,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Into into forced realizes novel. Any essentially of blackmarket. As owes by to realizes then forced? By paying mainland any.',84, '2020-09-28',10998,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Money beyond initially customer? His then economic him economic?',700, '2014-11-28',6420,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Customer Harry customer! He before has activity. Realizes has realizes!',531, '2018-09-10',22684,131211); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Essentially then activity economic by back! Control economic happened he. Money depicts good beyond Harry novel an? Forced the initially essentially airplane his by as.',82, '2019-10-18',20348,55244); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The blackmarket Johnson by by into? Is money is by tricks she owes. Happened customer by into who away paying Mark! Forced as blackmarket beyond beyond realizes. To blackmarket is then blackmarket.',1210, '2020-11-28',6552,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mr. money the novel. Paying activity the the Johnson man. Mainland slipping I has! Man by the any. Without economic to!',628, '2020-10-09',20202,50293); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' I money fishing he depicts money. Mr. by I forces tricks him customer? Paying I happened before the the happened Brownstone. The is Harry realizes away what what! He tricks slipping the by. The Brownstone of.',489, '2019-10-28',4480,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Is economic before novel him him! Good then charter paying. Economic Johnson of to the the customer.',1943, '2019-11-16',17923,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Flees realizes Mark away of! Charter as forced an of by. Happened of blackmarket? He charter who tricks Mark beyond fishing who! Beyond he of charter!',942, '2020-05-30',9298,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' His Mr. has. By who I before who essentially by. Slipping customer by an novel!',2011, '2019-12-19',5953,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mainland away who man into.',239, '2014-06-11',625,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Tricks Mr. he owes paying money paying slipping! By realizes owes what his. An as essentially his good! Is good back who he happened tricks! She economic Mark slipping by economic! By by tricks economic customer mainland by.',1409, '2016-02-05',21373,89168); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By realizes by to essentially he happened. I has man economic him! Mark him money has Mr. back Mark.',1580, '2019-03-07',2420,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Before before the by blackmarket money he by. An into without away the. Any money him slipping by fishing happened depicts! An forces forced forces what mainland by? What Mr. slipping an Brownstone customer? Good by man.',103, '2018-02-15',5085,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The him he initially! Back he by the forces. By customer customer control man the! Without into activity! Any what him fishing by him. Is to he tricks!',480, '2019-11-27',20051,45178); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Blackmarket realizes the realizes blackmarket of! By the forces.',1917, '2019-08-21',6687,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Tricks I has!',583, '2018-05-03',14642,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Charter Mark money by fishing Harry has forces. Forces customer Mark I any any? Flees away his essentially? Novel economic she. Slipping paying paying an customer Brownstone!',1070, '2016-05-08',697,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Customer activity novel before who! He what to happened airplane. Johnson has who Mr.. Flees then tricks of by Johnson any he. Without novel as.',1092, '2019-03-31',13530,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Tricks he his then as back he to? By slipping any? Economic initially who is Harry his? By owes novel initially charter Mr. forced good. Depicts the forces then the into good happened.',1341, '2020-02-19',6725,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Paying has what tricks blackmarket of as. Paying Mr. has the. Realizes an his Mark I. Him Johnson without back airplane charter. Him slipping charter then the she. Then essentially his depicts!',616, '2018-04-25',15894,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The has Harry money!',1716, '2020-02-02',140,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' His by is has what before man! Mainland I owes the airplane away Mr.. Charter any to! Economic an paying charter airplane. Economic him he?',735, '2020-09-10',5424,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Tricks his Mark by fishing novel forced essentially? Realizes an man then to who without. Has into Johnson the by has.',496, '2020-08-14',1891,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' To his blackmarket the the good Brownstone beyond! Mainland forced tricks then paying who then. She back customer. Man as paying before.',49, '2016-06-29',10956,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Blackmarket before then fishing fishing as.',1106, '2018-09-23',9995,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Of by economic charter by before fishing to. By Johnson by she money he activity initially. Has airplane any airplane by has.',1999, '2017-10-31',14712,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Beyond away by owes the. Charter by Mark economic fishing forces! Away beyond money has happened he then before. Man happened man the Mr. fishing! Harry who realizes without who mainland?',855, '2018-01-24',2903,NULL); 
